Nombre;Provincia;Plato Típico
Villanueva del Campillo;Ávila;Chuletón de ternera avileña
Fuentes de Año;Ávila;Chuletón de ternera avileña
Muñopepe;Ávila;Chuletón de ternera avileña
Malpartida de Corneja;Ávila;Chuletón de ternera avileña
Umbrías;Ávila;Chuletón de ternera avileña
Castellanos de Zapardiel;Ávila;Chuletón de ternera avileña
San Juan del Olmo;Ávila;Chuletón de ternera avileña
Medinilla;Ávila;Chuletón de ternera avileña
Mirueña de los Infanzones;Ávila;Chuletón de ternera avileña
Zapardiel de la Cañada;Ávila;Chuletón de ternera avileña
Cillán;Ávila;Chuletón de ternera avileña
Muñosancho;Ávila;Chuletón de ternera avileña
Navacepedilla de Corneja;Ávila;Chuletón de ternera avileña
Casas del Puerto;Ávila;Chuletón de ternera avileña
Muñico;Ávila;Chuletón de ternera avileña
Aveinte;Ávila;Chuletón de ternera avileña
Santo Domingo de las Posadas;Ávila;Chuletón de ternera avileña
Becedillas;Ávila;Chuletón de ternera avileña
Cabizuela;Ávila;Chuletón de ternera avileña
Nava del Barco;Ávila;Chuletón de ternera avileña
Sanchorreja;Ávila;Chuletón de ternera avileña
Vita;Ávila;Chuletón de ternera avileña
Vega de Santa María;Ávila;Chuletón de ternera avileña
Navalperal de Tormes;Ávila;Chuletón de ternera avileña
Ojos-Albos;Ávila;Chuletón de ternera avileña
San Juan de la Encinilla;Ávila;Chuletón de ternera avileña
Tolbaños;Ávila;Chuletón de ternera avileña
Hija de Dios, La;Ávila;Chuletón de ternera avileña
Donjimeno;Ávila;Chuletón de ternera avileña
Gutierre-Muñoz;Ávila;Chuletón de ternera avileña
Chamartín;Ávila;Chuletón de ternera avileña
Cabezas del Pozo;Ávila;Chuletón de ternera avileña
Casasola;Ávila;Chuletón de ternera avileña
Gimialcón;Ávila;Chuletón de ternera avileña
Orbita;Ávila;Chuletón de ternera avileña
San García de Ingelmos;Ávila;Chuletón de ternera avileña
Cepeda la Mora;Ávila;Chuletón de ternera avileña
Mancera de Arriba;Ávila;Chuletón de ternera avileña
Arevalillo;Ávila;Chuletón de ternera avileña
Salvadiós;Ávila;Chuletón de ternera avileña
Narrillos del Álamo;Ávila;Chuletón de ternera avileña
Monsalupe;Ávila;Chuletón de ternera avileña
Gallegos de Altamiros;Ávila;Chuletón de ternera avileña
Parral, El;Ávila;Chuletón de ternera avileña
Bularros;Ávila;Chuletón de ternera avileña
Muñogrande;Ávila;Chuletón de ternera avileña
Santa María de los Caballeros;Ávila;Chuletón de ternera avileña
Neila de San Miguel;Ávila;Chuletón de ternera avileña
Santo Tomé de Zabarcos;Ávila;Chuletón de ternera avileña
Gilbuena;Ávila;Chuletón de ternera avileña
Hoyorredondo;Ávila;Chuletón de ternera avileña
Mesegar de Corneja;Ávila;Chuletón de ternera avileña
Muñotello;Ávila;Chuletón de ternera avileña
Rivilla de Barajas;Ávila;Chuletón de ternera avileña
Valdecasa;Ávila;Chuletón de ternera avileña
Llanos de Tormes, Los;Ávila;Chuletón de ternera avileña
Vadillo de la Sierra;Ávila;Chuletón de ternera avileña
Mengamuñoz;Ávila;Chuletón de ternera avileña
San Miguel de Corneja;Ávila;Chuletón de ternera avileña
Viñegra de Moraña;Ávila;Chuletón de ternera avileña
Navatejares;Ávila;Chuletón de ternera avileña
Moraleja de Matacabras;Ávila;Chuletón de ternera avileña
Hurtumpascual;Ávila;Chuletón de ternera avileña
Navaescurial;Ávila;Chuletón de ternera avileña
Tórtoles;Ávila;Chuletón de ternera avileña
Pozanco;Ávila;Chuletón de ternera avileña
Narrillos del Rebollar;Ávila;Chuletón de ternera avileña
Berrocalejo de Aragona;Ávila;Chuletón de ternera avileña
Brabos;Ávila;Chuletón de ternera avileña
San Bartolomé de Corneja;Ávila;Chuletón de ternera avileña
Sigeres;Ávila;Chuletón de ternera avileña
Canales;Ávila;Chuletón de ternera avileña
Pascualcobo;Ávila;Chuletón de ternera avileña
San Pascual;Ávila;Chuletón de ternera avileña
Gallegos de Sobrinos;Ávila;Chuletón de ternera avileña
Poveda;Ávila;Chuletón de ternera avileña
Tormellas;Ávila;Chuletón de ternera avileña
Garganta del Villar;Ávila;Chuletón de ternera avileña
Junciana;Ávila;Chuletón de ternera avileña
Navadijos;Ávila;Chuletón de ternera avileña
San Bartolomé de Béjar;Ávila;Chuletón de ternera avileña
San Esteban de Zapardiel;Ávila;Chuletón de ternera avileña
Gil García;Ávila;Chuletón de ternera avileña
Donvidas;Ávila;Chuletón de ternera avileña
Hoyos del Collado;Ávila;Chuletón de ternera avileña
Villar de Corneja;Ávila;Chuletón de ternera avileña
Collado del Mirón;Ávila;Chuletón de ternera avileña
San Esteban de los Patos;Ávila;Chuletón de ternera avileña
San Lorenzo de Tormes;Ávila;Chuletón de ternera avileña
Marlín;Ávila;Chuletón de ternera avileña
Hoyos de Miguel Muñoz;Ávila;Chuletón de ternera avileña
Grandes y San Martín;Ávila;Chuletón de ternera avileña
Avellaneda;Ávila;Chuletón de ternera avileña
Manjabálago y Ortigosa de Rioalmar;Ávila;Chuletón de ternera avileña
Narros del Puerto;Ávila;Chuletón de ternera avileña
Blasconuño de Matacabras;Ávila;Chuletón de ternera avileña
Navaquesera;Ávila;Chuletón de ternera avileña
Badajoz;Badajoz;Cocido extremeño
Mérida;Badajoz;Cocido extremeño
Don Benito;Badajoz;Cocido extremeño
Almendralejo;Badajoz;Cocido extremeño
Villanueva de la Serena;Badajoz;Cocido extremeño
Zafra;Badajoz;Cocido extremeño
Montijo;Badajoz;Cocido extremeño
Villafranca de los Barros;Badajoz;Cocido extremeño
Olivenza;Badajoz;Cocido extremeño
Jerez de los Caballeros;Badajoz;Cocido extremeño
Santos de Maimona, Los;Badajoz;Cocido extremeño
Azuaga;Badajoz;Cocido extremeño
Guareña;Badajoz;Cocido extremeño
Fuente del Maestre;Badajoz;Cocido extremeño
Calamonte;Badajoz;Cocido extremeño
Castuera;Badajoz;Cocido extremeño
Puebla de la Calzada;Badajoz;Cocido extremeño
Llerena;Badajoz;Cocido extremeño
Aceuchal;Badajoz;Cocido extremeño
San Vicente de Alcántara;Badajoz;Cocido extremeño
Alburquerque;Badajoz;Cocido extremeño
Talavera la Real;Badajoz;Cocido extremeño
Oliva de la Frontera;Badajoz;Cocido extremeño
Campanario;Badajoz;Cocido extremeño
Cabeza del Buey;Badajoz;Cocido extremeño
Fregenal de la Sierra;Badajoz;Cocido extremeño
Fuente de Cantos;Badajoz;Cocido extremeño
Quintana de la Serena;Badajoz;Cocido extremeño
Navalvillar de Pela;Badajoz;Cocido extremeño
Monesterio;Badajoz;Cocido extremeño
Valverde de Leganés;Badajoz;Cocido extremeño
Santa Marta;Badajoz;Cocido extremeño
Arroyo de San Serván;Badajoz;Cocido extremeño
Santa Amalia;Badajoz;Cocido extremeño
Hornachos;Badajoz;Cocido extremeño
Zalamea de la Serena;Badajoz;Cocido extremeño
Barcarrota;Badajoz;Cocido extremeño
Herrera del Duque;Badajoz;Cocido extremeño
Zarza, La;Badajoz;Cocido extremeño
Talarrubias;Badajoz;Cocido extremeño
Villanueva del Fresno;Badajoz;Cocido extremeño
Ribera del Fresno;Badajoz;Cocido extremeño
Burguillos del Cerro;Badajoz;Cocido extremeño
Zahínos;Badajoz;Cocido extremeño
Lobón;Badajoz;Cocido extremeño
Valdelacalzada;Badajoz;Cocido extremeño
Puebla de Sancho Pérez;Badajoz;Cocido extremeño
Orellana la Vieja;Badajoz;Cocido extremeño
Solana de los Barros;Badajoz;Cocido extremeño
Guadiana del Caudillo;Badajoz;Cocido extremeño
Monterrubio de la Serena;Badajoz;Cocido extremeño
Garrovilla, La;Badajoz;Cocido extremeño
Berlanga;Badajoz;Cocido extremeño
Fuentes de León;Badajoz;Cocido extremeño
Medellín;Badajoz;Cocido extremeño
Higuera la Real;Badajoz;Cocido extremeño
Torremejía;Badajoz;Cocido extremeño
Coronada, La;Badajoz;Cocido extremeño
Villar del Rey;Badajoz;Cocido extremeño
Bienvenida;Badajoz;Cocido extremeño
Codosera, La;Badajoz;Cocido extremeño
Albuera, La;Badajoz;Cocido extremeño
Pueblonuevo del Guadiana;Badajoz;Cocido extremeño
Granja de Torrehermosa;Badajoz;Cocido extremeño
Valencia del Ventoso;Badajoz;Cocido extremeño
Higuera de Vargas;Badajoz;Cocido extremeño
Siruela;Badajoz;Cocido extremeño
Segura de León;Badajoz;Cocido extremeño
Alange;Badajoz;Cocido extremeño
Fuenlabrada de los Montes;Badajoz;Cocido extremeño
Puebla de Obando;Badajoz;Cocido extremeño
Usagre;Badajoz;Cocido extremeño
Salvaleón;Badajoz;Cocido extremeño
Oliva de Mérida;Badajoz;Cocido extremeño
Alconchel;Badajoz;Cocido extremeño
Salvatierra de los Barros;Badajoz;Cocido extremeño
Villalba de los Barros;Badajoz;Cocido extremeño
Roca de la Sierra, La;Badajoz;Cocido extremeño
Esparragalejo;Badajoz;Cocido extremeño
Casas de Don Pedro;Badajoz;Cocido extremeño
Trujillanos;Badajoz;Cocido extremeño
Villar de Rena;Badajoz;Cocido extremeño
Campillo de Llerena;Badajoz;Cocido extremeño
Parra, La;Badajoz;Cocido extremeño
Montemolín;Badajoz;Cocido extremeño
Cabeza la Vaca;Badajoz;Cocido extremeño
Mirandilla;Badajoz;Cocido extremeño
Torre de Miguel Sesmero;Badajoz;Cocido extremeño
Haba, La;Badajoz;Cocido extremeño
Villagonzalo;Badajoz;Cocido extremeño
Almendral;Badajoz;Cocido extremeño
Corte de Peleas;Badajoz;Cocido extremeño
Valle de la Serena;Badajoz;Cocido extremeño
Medina de las Torres;Badajoz;Cocido extremeño
Puebla de Alcocer;Badajoz;Cocido extremeño
Cheles;Badajoz;Cocido extremeño
Valdetorres;Badajoz;Cocido extremeño
Feria;Badajoz;Cocido extremeño
Valle de Santa Ana;Badajoz;Cocido extremeño
Valdecaballeros;Badajoz;Cocido extremeño
Valverde de Mérida;Badajoz;Cocido extremeño
Bodonal de la Sierra;Badajoz;Cocido extremeño
Esparragosa de la Serena;Badajoz;Cocido extremeño
Maguilla;Badajoz;Cocido extremeño
Calera de León;Badajoz;Cocido extremeño
Torremayor;Badajoz;Cocido extremeño
Castilblanco;Badajoz;Cocido extremeño
Higuera de la Serena;Badajoz;Cocido extremeño
Nava de Santiago, La;Badajoz;Cocido extremeño
Esparragosa de Lares;Badajoz;Cocido extremeño
Peñalsordo;Badajoz;Cocido extremeño
Cordobilla de Lácara;Badajoz;Cocido extremeño
Villagarcía de la Torre;Badajoz;Cocido extremeño
Ahillones;Badajoz;Cocido extremeño
San Pedro de Mérida;Badajoz;Cocido extremeño
Llera;Badajoz;Cocido extremeño
Benquerencia de la Serena;Badajoz;Cocido extremeño
Acedera;Badajoz;Cocido extremeño
Don Álvaro;Badajoz;Cocido extremeño
Manchita;Badajoz;Cocido extremeño
Calzadilla de los Barros;Badajoz;Cocido extremeño
Alconera;Badajoz;Cocido extremeño
Valencia del Mombuey;Badajoz;Cocido extremeño
Puebla de la Reina;Badajoz;Cocido extremeño
Morera, La;Badajoz;Cocido extremeño
Fuente del Arco;Badajoz;Cocido extremeño
Puebla del Maestre;Badajoz;Cocido extremeño
Palomas;Badajoz;Cocido extremeño
Táliga;Badajoz;Cocido extremeño
Nogales;Badajoz;Cocido extremeño
Helechosa de los Montes;Badajoz;Cocido extremeño
Trasierra;Badajoz;Cocido extremeño
Rena;Badajoz;Cocido extremeño
Garlitos;Badajoz;Cocido extremeño
Valverde de Llerena;Badajoz;Cocido extremeño
Valencia de las Torres;Badajoz;Cocido extremeño
Malpartida de la Serena;Badajoz;Cocido extremeño
Cristina;Badajoz;Cocido extremeño
Entrín Bajo;Badajoz;Cocido extremeño
Carmonita;Badajoz;Cocido extremeño
Magacela;Badajoz;Cocido extremeño
Peraleda del Zaucejo;Badajoz;Cocido extremeño
Garbayuela;Badajoz;Cocido extremeño
Puebla del Prior;Badajoz;Cocido extremeño
Hinojosa del Valle;Badajoz;Cocido extremeño
Mengabril;Badajoz;Cocido extremeño
Retamal de Llerena;Badajoz;Cocido extremeño
Villarta de los Montes;Badajoz;Cocido extremeño
Valle de Matamoros;Badajoz;Cocido extremeño
Malcocinado;Badajoz;Cocido extremeño
Higuera de Llerena;Badajoz;Cocido extremeño
Zarza-Capilla;Badajoz;Cocido extremeño
Atalaya;Badajoz;Cocido extremeño
Baterno;Badajoz;Cocido extremeño
Lapa, La;Badajoz;Cocido extremeño
Valverde de Burguillos;Badajoz;Cocido extremeño
Aljucén;Badajoz;Cocido extremeño
Orellana de la Sierra;Badajoz;Cocido extremeño
Tamurejo;Badajoz;Cocido extremeño
Casas de Reina;Badajoz;Cocido extremeño
Capilla;Badajoz;Cocido extremeño
Sancti-Spíritus;Badajoz;Cocido extremeño
Reina;Badajoz;Cocido extremeño
Risco;Badajoz;Cocido extremeño
Carrascalejo, El;Badajoz;Cocido extremeño
Palma ;Balears, Illes;Frit
Calvià;Balears, Illes;Frit
Eivissa;Balears, Illes;Frit
Manacor;Balears, Illes;Frit
Santa Eulària des Riu;Balears, Illes;Frit
Marratxí;Balears, Illes;Frit
Llucmajor;Balears, Illes;Frit
Inca;Balears, Illes;Frit
Ciutadella de Menorca;Balears, Illes;Frit
Maó-Mahón;Balears, Illes;Frit
Sant Josep de sa Talaia;Balears, Illes;Frit
Sant Antoni de Portmany;Balears, Illes;Frit
Alcúdia;Balears, Illes;Frit
Felanitx;Balears, Illes;Frit
Pollença;Balears, Illes;Frit
Sóller;Balears, Illes;Frit
Pobla, Sa;Balears, Illes;Frit
Santa Margalida;Balears, Illes;Frit
Santanyí;Balears, Illes;Frit
Formentera;Balears, Illes;Frit
Capdepera;Balears, Illes;Frit
Son Servera;Balears, Illes;Frit
Andratx;Balears, Illes;Frit
Campos;Balears, Illes;Frit
Alaior;Balears, Illes;Frit
Binissalem;Balears, Illes;Frit
Sant Llorenç des Cardassar;Balears, Illes;Frit
Artà;Balears, Illes;Frit
Castell, Es;Balears, Illes;Frit
Santa María del Camí;Balears, Illes;Frit
Muro;Balears, Illes;Frit
Bunyola;Balears, Illes;Frit
Sant Lluís;Balears, Illes;Frit
Sant Joan de Labritja;Balears, Illes;Frit
Lloseta;Balears, Illes;Frit
Algaida;Balears, Illes;Frit
Alaró;Balears, Illes;Frit
Porreres;Balears, Illes;Frit
Esporles;Balears, Illes;Frit
Mercadal, Es;Balears, Illes;Frit
Salines, Ses;Balears, Illes;Frit
Ferreries;Balears, Illes;Frit
Consell;Balears, Illes;Frit
Selva;Balears, Illes;Frit
Sineu;Balears, Illes;Frit
Vilafranca de Bonany;Balears, Illes;Frit
Sencelles;Balears, Illes;Frit
Montuïri;Balears, Illes;Frit
Petra;Balears, Illes;Frit
Campanet;Balears, Illes;Frit
Llubí;Balears, Illes;Frit
Maria de la Salut;Balears, Illes;Frit
Sant Joan;Balears, Illes;Frit
Puigpunyent;Balears, Illes;Frit
Valldemossa;Balears, Illes;Frit
Santa Eugènia;Balears, Illes;Frit
Mancor de la Vall;Balears, Illes;Frit
Migjorn Gran, Es;Balears, Illes;Frit
Lloret de Vistalegre;Balears, Illes;Frit
Costitx;Balears, Illes;Frit
Búger;Balears, Illes;Frit
Ariany;Balears, Illes;Frit
Fornalutx;Balears, Illes;Frit
Deià;Balears, Illes;Frit
Banyalbufar;Balears, Illes;Frit
Estellencs;Balears, Illes;Frit
Escorca;Balears, Illes;Frit
Barcelona;Barcelona;Escudella
Hospitalet de Llobregat, L';Barcelona;Escudella
Terrassa;Barcelona;Escudella
Badalona;Barcelona;Escudella
Sabadell;Barcelona;Escudella
Mataró;Barcelona;Escudella
Santa Coloma de Gramenet;Barcelona;Escudella
Sant Cugat del Vallès;Barcelona;Escudella
Cornellà de Llobregat;Barcelona;Escudella
Sant Boi de Llobregat;Barcelona;Escudella
Manresa;Barcelona;Escudella
Rubí;Barcelona;Escudella
Vilanova i la Geltrú;Barcelona;Escudella
Castelldefels;Barcelona;Escudella
Viladecans;Barcelona;Escudella
Prat de Llobregat, El;Barcelona;Escudella
Granollers;Barcelona;Escudella
Cerdanyola del Vallès;Barcelona;Escudella
Mollet del Vallès;Barcelona;Escudella
Gavà;Barcelona;Escudella
Esplugues de Llobregat;Barcelona;Escudella
Vic;Barcelona;Escudella
Sant Feliu de Llobregat;Barcelona;Escudella
Igualada;Barcelona;Escudella
Vilafranca del Penedès;Barcelona;Escudella
Ripollet;Barcelona;Escudella
Sant Adrià de Besòs;Barcelona;Escudella
Montcada i Reixac;Barcelona;Escudella
Sant Joan Despí;Barcelona;Escudella
Barberà del Vallès;Barcelona;Escudella
Sant Pere de Ribes;Barcelona;Escudella
Sitges;Barcelona;Escudella
Martorell;Barcelona;Escudella
Premià de Mar;Barcelona;Escudella
Sant Vicenç dels Horts;Barcelona;Escudella
Sant Andreu de la Barca;Barcelona;Escudella
Pineda de Mar;Barcelona;Escudella
Molins de Rei;Barcelona;Escudella
Santa Perpètua de Mogoda;Barcelona;Escudella
Castellar del Vallès;Barcelona;Escudella
Olesa de Montserrat;Barcelona;Escudella
Masnou, El;Barcelona;Escudella
Esparreguera;Barcelona;Escudella
Vilassar de Mar;Barcelona;Escudella
Manlleu;Barcelona;Escudella
Sant Quirze del Vallès;Barcelona;Escudella
Franqueses del Vallès, Les;Barcelona;Escudella
Parets del Vallès;Barcelona;Escudella
Calella;Barcelona;Escudella
Malgrat de Mar;Barcelona;Escudella
Cardedeu;Barcelona;Escudella
Sant Celoni;Barcelona;Escudella
Sant Just Desvern;Barcelona;Escudella
Caldes de Montbui;Barcelona;Escudella
Tordera;Barcelona;Escudella
Canovelles;Barcelona;Escudella
Garriga, La;Barcelona;Escudella
Berga;Barcelona;Escudella
Montornès del Vallès;Barcelona;Escudella
Arenys de Mar;Barcelona;Escudella
Piera;Barcelona;Escudella
Cubelles;Barcelona;Escudella
Lliçà d'Amunt;Barcelona;Escudella
Vallirana;Barcelona;Escudella
Corbera de Llobregat;Barcelona;Escudella
Palau-solità i Plegamans;Barcelona;Escudella
Canet de Mar;Barcelona;Escudella
Torelló;Barcelona;Escudella
Llagosta, La;Barcelona;Escudella
Badia del Vallès;Barcelona;Escudella
Sant Sadurní d'Anoia;Barcelona;Escudella
Abrera;Barcelona;Escudella
Vilanova del Camí;Barcelona;Escudella
Argentona;Barcelona;Escudella
Castellbisbal;Barcelona;Escudella
Montgat;Barcelona;Escudella
Pallejà;Barcelona;Escudella
Sant Andreu de Llavaneres;Barcelona;Escudella
Sant Joan de Vilatorrada;Barcelona;Escudella
Roca del Vallès, La;Barcelona;Escudella
Premià de Dalt;Barcelona;Escudella
Santa Margarida de Montbui;Barcelona;Escudella
Llinars del Vallès;Barcelona;Escudella
Alella;Barcelona;Escudella
Sant Vicenç de Castellet;Barcelona;Escudella
Santa Maria de Palautordera;Barcelona;Escudella
Palafolls;Barcelona;Escudella
Matadepera;Barcelona;Escudella
Masquefa;Barcelona;Escudella
Bigues i Riells;Barcelona;Escudella
Sentmenat;Barcelona;Escudella
Cervelló;Barcelona;Escudella
Vilassar de Dalt;Barcelona;Escudella
Arenys de Munt;Barcelona;Escudella
Tiana;Barcelona;Escudella
Montmeló;Barcelona;Escudella
Sant Fost de Campsentelles;Barcelona;Escudella
Sant Fruitós de Bages;Barcelona;Escudella
Polinyà;Barcelona;Escudella
Ametlla del Vallès, L';Barcelona;Escudella
Tona;Barcelona;Escudella
Santa Coloma de Cervelló;Barcelona;Escudella
Sant Esteve Sesrovires;Barcelona;Escudella
Santa Margarida i els Monjos;Barcelona;Escudella
Santpedor;Barcelona;Escudella
Gelida;Barcelona;Escudella
Viladecavalls;Barcelona;Escudella
Cabrils;Barcelona;Escudella
Centelles;Barcelona;Escudella
Santa Eulàlia de Ronçana;Barcelona;Escudella
Begues;Barcelona;Escudella
Vacarisses;Barcelona;Escudella
Sallent;Barcelona;Escudella
Lliçà de Vall;Barcelona;Escudella
Taradell;Barcelona;Escudella
Sant Vicenç de Montalt;Barcelona;Escudella
Teià;Barcelona;Escudella
Roda de Ter;Barcelona;Escudella
Moià;Barcelona;Escudella
Sant Feliu de Codines;Barcelona;Escudella
Sant Antoni de Vilamajor;Barcelona;Escudella
Torrelles de Llobregat;Barcelona;Escudella
Navàs;Barcelona;Escudella
Navarcles;Barcelona;Escudella
Súria;Barcelona;Escudella
Artés;Barcelona;Escudella
Dosrius;Barcelona;Escudella
Vilanova del Vallès;Barcelona;Escudella
Sant Pol de Mar;Barcelona;Escudella
Capellades;Barcelona;Escudella
Gironella;Barcelona;Escudella
Martorelles;Barcelona;Escudella
